ea	fascode	idw	a2_x	a2	a2x	a2a	a2b	a2bb	a2c	a2dx	a2d	a2d1	a2ex	a3a1	a3b	a3a	a4yr	a4mth	a5	a5a	a9	a10	a17	a18	a19	a20	a21	a6_a	a6_b	a6a	a7	a7a	a8	a11	a12ax	a12bx	a12dx	a12ex	a12fx	a12d1	a12f1	a26	a21a_x	a21b_x	a21a	a21b	a2e	a5b	commid14	b14x	b14aday	b14amth	b14bday	b14bmth	b16ba	b16aa	b16ab	b16ab_a_mth	b16ab_a_yr	b16ab_b_mth	b16ab_b_yr	b16f	bd00a	bd01a_a	bd01a_b	bd01a_c	bd01a_d	bd01a_e	bd01a_f	bd01a_v	bd01aa	bd01ba	bd01bb	bd01bc	bd01bd	bd02a	bd03b	bd04b	bd04a	bd08	bd09	bd10	module	idivwr	resvis	langmain	langoth	fp2	result	reason	sup_obs	sup_edit	sup_verif	cp1	cp2	cp3	e1	e2	e3	e4	e5	e6	e7	e8	e9	e10	e11	e12	e13	e14	e15	e16	e17	e18	lk05	lk13	lk15	lk16	lk17	lk19	lk20	lk21	lk22	lk23	lk24	lk01_14_14	lk02_14_14	lk03_14_14	pb1	pb2	pb3	pb3a	pb3b	pb3c	pb3d	pb3e	pb3f	pb3g	pb3h	pb3i	pb3j	pb4	pb5	facwght14s	fcode14
"009"	"0092503"	"009"	1	39	3	3	4	2	3					95	1998	2003	11	9	1	56	1	1	1	1	2	1		3	1	3	3			1	1	1	3	3	3	30	12	4	1	1	3200000	4700000		1500000	"1209"	1	19	4	25	4	3	3						4	3																				"PRA"	"B52"	1	0	96	1	1		3	3	3				3	3	3		6	3	1	1		3								"W"	2	4	"B52"		"B41"	"B01"	3	3	3	3	3	12	10	30	3															0.2380952388048172	"12092503"
"009"	"0092504"	"009"	1	30	3	3	4	2	3					95	2007	2008	4	11	2	102	1	1	1	1	3	3	3	3	3		1	1	1	95	1	1	3	3	3	30	12	4	1	1	50000	350000		300000	"1209"	1	19	4	25	4	1	1	"A"	1	2014			6	1	3	3	3	30	12	24	0	144	6	5	5	2	100	60	50	1	6			"PRA"	"B51"	1	0	96	1	1		3	3	3				3	3	1	3	3	1	1	1		3								"W"	2	5	"B51"		"B41"	"A01"	3	3	3	3	3	12	10	30	3															0.2380952388048172	"12092504"
"009"	"0092506"	"009"	1	46	1	1	7	2	6					95	2008	1999	16	0	1	18	1	1	1	1	1	1		3	3		3			95	1	1	3	3	3	30	12	4	1	1	8000000	23000000		15000000	"1209"	1	31	5	6	6	1	3						1	3																				"PRA"	"B51"	1	0	96	1	1		3	3	3				3	3	1	3	1	1	1	1		3								"W"	1	1	"B51"		"B41"	"A01"	3	3	3	3	3	12	10	30	1	3	"AH"	1							2			1	1	0.2380952388048172	"12092506"
"009"	"0092518"	"009"	1	32	3	3	4	2	3					95	2005	2005	6	8	1	28	1	1	1	1	5	1		1	3	3	3			10	1	1	3	3	3	31	12	4	1	1	3000000	3800000		800000	"1209"	1	7	6	13	6	1	3						6	3																				"PRA"	"B52"	1	0	96	1	1		3	3	3				3	3	3		6	3	1	1		3								"B"	2	3	"B52"		"B41"	"B01"	3	3	3	3	3	12	10	30	3															0.2380952388048172	"12092518"
"009"	"0092521"	"009"																																															"1209"																																		"PRA"	"B52"	3	0	96	3	3	2	3	3	3																																																				"12092521"
"010"	"0102101"	"010"	1	43	3	3	4	1	3					95	2012	2008	6	11	1	104	1	1	1	1	2	1		3	3		3			1	1	1	3	3	3	50	12	4	1	1	3000000	4000000		1000000	"1210"	1	19	4	25	4	3	1	"A"	5	2014			6	3																				"PRA"	"B52"	1	0	96	1	1		3	3	3				3	3	1	3	1	1	1	1		3								"W"	2	3	"B52"		"B41"	"B01"	3	3	3	1	3	12	10	50	3															0.260869562625885	"12102101"
"010"	"0102102"	"010"																																															"1210"																																		"PRA"	"B53"	3	1	96	3	3	1	3	3	3																																																				"12102102"
"010"	"0102250"	"010"																																															"1210"																																		"PRA"	"B53"	3	0	96	3	3	3	3	3	3																																																				"12102250"
"010"	"0102251"	"010"	1	32	3	3	4	8	3					95	2005	2007	8	0	1	126	1	1	1	1	2	1		3	3		3			1	1	1	1	1	1	50	12	4	1	1	2800000	7800000		5000000	"1210"	1	31	5	6	6	1	1	"A"	1	2014			4	3																				"PRA"	"B53"	1	0	96	1	1		3	3	3				3	3	1	3	6	3	1	1		3								"B"	2	4	"B53"		"B41"	"B01"	3	3	3	3	3	12	10	50	3															0.260869562625885	"12102251"
"010"	"0102262"	"010"	1	47	3	3	4	8	3					95	2011	1993	17	0	1	24	1	1	1	1	1	1		1	3	1	3			1	1	1	3	3	3	50	12	4	1	1	3300000	5300000		5000000	"1210"	1	7	6	13	6	1	3						1	3																				"PRA"	"B51"	1	0	96	1	1		3	3	3				3	3	1	3	3	1	1	1		3								"W"	1	3	"B51"		"B41"	"A01"	3	3	3	3	3	12	10	50	1	2	"G"							2				1	1	0.260869562625885	"12102262"
"010"	"0102501"	"010"																																															"1210"																																		"PRA"	"B51"	3	0	96	3	3	3	3	3	3																																																				"12102501"
"010"	"0102506"	"010"	1	34	1	3	5	2	3					95	2011	2013	2	5	1	99	1	1	1	1	2	1		3	3		3			1	1	1	1	1	1	50	12	4	1	1	3000000	5000000		2000000	"1210"	1	7	6	13	6	1	3						6	3																				"PRA"	"B53"	1	0	96	1	1		3	3	3				3	3	3		6	3	1	1		3								"B"	2	2	"B53"		"B41"	"B01"	3	3	3	3	3	12	10	50	1	2	"H"								2			1	1	0.260869562625885	"12102506"
"010"	"0102507"	"010"																																															"1210"																																		"PRA"	"B51"	3	0	96	3	3	3	3	3	3																																																				"12102507"
"010"	"0102513"	"010"	1	35	3	3	4	8	3					95	2004	2004	9	0	1	24	1	1	1	95	2	1		3	3		1	1	1	95	1	1	3	3	3	50	12	4	1	1	3000000	3800000		800000	"1210"	1	31	5	6	6	1	1	"A"	1	2014			1	1	5	1	5	5	5	5	6	168	10	15	15	4	50	50	50	95	1	3	3	"PRA"	"B51"	1	0	96	1	1		3	3	3				3	3	1	3	1	1	1	1		3								"W"	2	5	"B51"		"B41"	"A01"	3	3	3	3	3	12	10	50	3															0.260869562625885	"12102513"
"010"	"0102515"	"010"																																															"1210"																																		"PRA"	"B51"	3	0	96	3	3	3	3	3	3																																																				"12102515"
"010"	"0102518"	"010"																																															"1210"																																		"PRA"	"B53"	3	0	96	3	3	3	3	3	3																																																				"12102518"
"011"	"0112250"	"011"																																															"1211"																																		"PRA"	"A53"	3	0	96	3	3	3	3	3	3																																																				"12112250"
"011"	"0112251"	"011"	1	40	1	3	5	2	3					7	2012	2000	15	1	1	30	1	1	1	1	1	1		3	3		3			1	1	1	1	1	1	90	12	4	1	1	3500000	30000000		30000000	"1211"	1	31	5	6	6	3	3						1	3																				"PRA"	"A53"	1	0	96	1	1		3	3	3				3	3	1	3	6	1	1	1		1	3	3	1	3	6	1	3	"A"	1	2	"A53"		"B41"	"B01"	3	3	3	3	3	12	11	50	1	9	"AGJ"	1						6			2	1	1	0.11627907305955887	"12112251"
"011"	"0112505"	"011"																																															"1211"																																		"PRA"	"A53"	3	0	96	3	3	3	3	3	3																																																				"12112505"
"011"	"0112513"	"011"	1	23	3	3	4	2	3					95	2013	9998	45	0	1	168	1	1	1	1	1	1		3	3		3			7	1	8	1	1	1	100	12	5	1	8	1800000			1800000	"1211"	1	7	6	13	6	3	3						4	3																				"PRA"	"A53"	1	0	96	1	1		3	3	3				3	3	1	3	6	3	1	1		3								"B"	1	2	"A53"		"B41"	"B01"	3	3	3	3	3	12	11	50	1	5	"G"							5				1	1	0.11627907305955887	"12112513"
"011"	"0112516"	"011"	1	28	1	1	5	1	6					6	2010	2012	2	7	3	84	1	1	1	1	1	1		3	3		3			7	1	1	1	1	1	30	12	1	1	1	17500000	17500000		17500000	"1211"	1	7	6	13	6	3	3						6	3																				"PRA"	"A53"	1	0	96	1	1		3	3	3				3	3	1	3	6	1	1	1		3								"W"	1	1	"A53"		"B41"	"B01"	3	3	3	3	3	12	11	50	3															0.11627907305955887	"12112516"
"011"	"0112519"	"011"	1	45	3	3	4	8	3					95	2009	2010	4	11	1	120	1	1	1	1	2	1		3	3		3			10	1	1	1	1	1	50	12	4	1	1	4400000	150000		150000	"1211"	1	24	5	30	5	1	1	"A"	98	2014			6	3																				"PRA"	"A53"	1	0	96	1	1		3	3	3				3	3	3		6	1	1	1		3								"W"	2	3	"A53"		"B41"	"B01"	3	3	3	3	3	12	11	50	3															0.11627907305955887	"12112519"
"011"	"0112520"	"011"																																															"1211"																																		"PRA"	"A53"	3	0	96	3	3	3	3	3	3																																																				"12112520"
"011"	"0112526"	"011"	1	47	3	3	4	8	3					95	2011	1990	25	0	2	168	1	1	1	1	2	1		3	1	1	3			1	1	1	1	1	1	50	12	4	1	1	3600000	3900000		300000	"1211"	1	24	5	30	5	3	1	"A"	1	2015			5	3																				"PRA"	"B53"	1	0	96	1	1		3	3	3				3	3	3		6	3	1	1		3								"W"	2	3	"B53"		"B41"	"B01"	3	3	3	3	3	12	11	50	3															0.11627907305955887	"12112526"
"012"	"0122050"	"012"	1	55	3	3	4	2	3					7	1989	1990	24	9	1	168	1	1	1	1	1	1		1	3	3	3			7	1	1	3	3	3	210	12	3	1	1	13000000	13000000		13000000	"1213"	1	15	3	21	3	3	3						4	3																				"PRA"	"B52"	1	0	96	1	1		3	3	3				3	3	3		6	1	1	1		3								"A"	1	2	"B52"		"B41"	"B01"	3	3	3	3	3	12	12	210	1	3	"AG"	1						2				1	1	0.1515151560306549	"12132050"
"012"	"0122070"	"012"																																															"1213"																																		"PRA"	"B53"	3	0	96	3	3	3	3	3	3																																																				"12132070"
"012"	"0122501"	"012"	1	34	3	3	4	1	3					95	2002	2006	9	0	3	91	1	1	1	1	2	1		3	3		3			7	1	1	1	1	1	200	12	2	1	1	10000000	25000000		15000000	"1213"	1	10	5	16	5	1	3						5	3																				"PRA"	"B53"	1	0	96	1	1		3	3	3				3	3	1	3	3	3	3	1		3								"B"	1	2	"B53"		"B41"	"B01"	3	3	3	3	3	12	12	210	1	3	"AG"	1						2				1	1	0.1515151560306549	"12132501"
"012"	"0122502"	"012"	1	38	3	3	4	1	3					95	2010	2005	10	0	1	168	1	1	1	1	2	1		3	3		3			7	1	1	1	1	1	200	12	1	1	1	3000000	3000000		3000000	"1213"	1	17	5	23	5	1	3						2	3																				"PRA"	"B53"	1	0	96	1	1		3	3	3				3	3	3		6	3	1	1		3								"W"	1	3	"B53"		"B41"	"B01"	3	3	3	3	3	12	12	210	3															0.1515151560306549	"12132502"
"012"	"0122503"	"012"	1	43	3	3	7	2	1	6				95	2015	1997	18	0	1	24	3	1	1	1	1	1		3	3		3			1	1	1	3	3	3	210	12	4	1	1	4000000	60000000		50000000	"1213"	1	17	5	23	5	3	3						4	3																				"PRA"	"B51"	1	0	96	1	1		3	3	3				3	3	1	3	1	1	1	1		1	3	3	1	3	1	1	1	"W"	1	3	"B51"		"B41"	"A01"	3	3	3	3	3	12	12	210	1	6	"AG"	2						4				1	1	0.1515151560306549	"12132503"
"012"	"0122518"	"012"	1	43	3	3	4	1	3					7	2011	2009	6	0	3	126	1	1	1	1	2	1		3	3		3			1	1	1	1	1	1	80	12	4	1	1	3500000	50000		1500000	"1213"	1	31	5	6	6	3	3						6	3																				"PRA"	"A53"	1	0	96	1	1		3	3	3				1	1	1	1	6	1	1	1		3								"B"	2	3	"A53"		"B41"	"B01"	3	3	3	3	3	12	12	210	3															0.1515151560306549	"12132518"
"012"	"0122522"	"012"																																															"1213"																																		"PRA"	"A53"	3	0	96	3	3	3	3	3	3																																																				"12132522"
"012"	"0122525"	"012"																																															"1213"																																		"PRA"	"A53"	3	0	96	3	3	3	3	3	3																																																				"12132525"
"013"	"0132013"	"013"	1	34	3	3	4	2	3					95	2003	2012	3	0	95	51	1	1	1	1	4	3	3	3	1	3	3			7	1	1	1	1	1	90	12	5	1	1	2061000	2061000		2061000	"1212"	1	15	3	21	3	3	3						6	3																				"PRA"	"B51"	1	0	96	1	1		3	3	3				3	3	1	3	3	1	1	1		1	3	3	1	3	3	1	3	"W"	2	4	"B51"		"B41"	"A01"	8	8	8	8	8	12	12	90	1	2	"AG"	1						1				3	2	0.25	"12122013"
"013"	"0132023"	"013"	1	33	3	3	5	2	3					7	2013	2000	14	2	1	96	1	1	1	1	2	1		3	3		3			95	1	1	3	3	3	90	12	6	1	1	12000000	12000000		9000000	"1212"	1	15	3	21	3	1	3						2	3																				"PRA"	"B52"	1	0	96	1	1		1	3	3				3	3	1	3	1	3	1	1		1	3	3	1	3	6	3	1	"W"	2	2	"B52"		"B41"	"B01"	3	3	3	3	1	12	12	90	1	2	"GH"							1	1			1	1	0.25	"12122023"
"013"	"0132502"	"013"																																															"1212"																																		"PRA"	"B53"	3	0	96	3	3	3	3	3	3																																																				"12122502"
"013"	"0132503"	"013"																																															"1212"																																		"PRA"	"B52"	3	0	96	3	3	3	3	3	3																																																				"12122503"
"013"	"0132505"	"013"	1	38	1	3	4	2	3					95	1999	2012	2	6	1	98	3	3	1	1	2	1		3	3		3			7	1	1	1	1	1	200	12	1	1	1	5500000	5500000		5500000	"1212"	1	17	5	23	5	1	3						6	3																				"PRA"	"A53"	1	0	96	1	1		3	3	3				3	3	1	3	6	1	1	1		3								"W"	2	2	"A53"		"B41"	"B01"	3	3	3	3	3	12	12	90	3															0.25	"12122505"
"013"	"0132506"	"013"																																															"1212"																																		"PRA"	"B53"	3	0	96	3	3	3	3	3	3																																																				"12122506"
"013"	"0132508"	"013"																																															"1212"																																		"PRA"	"B53"	3	0	96	3	3	3	3	3	3																																																				"12122508"
"013"	"0132510"	"013"																																															"1212"																																		"PRA"	"S54"	3	0	96	3	3	6	3	3	3																																																				"12122510"
"013"	"0132513"	"013"																																															"1212"																																		"PRA"	"B53"	3	0	95	3	3	3	3	3	3																																																				"12122513"
"013"	"0132518"	"013"	1	31	3	3	6	2	3					95	2005	2005	10	0	1	126	3	1	1	1	2	1		3	3		3			1	1	1	1	1	1	310	12	4	1	1	1500000	3500000		2000000	"1212"	1	14	6	20	6	1	3						2	3																				"PRA"	"B53"	1	0	96	1	1		3	3	3				3	3	1	3	1	1	1	1		1	3	3	3		1	1	1	"W"	1	2	"B53"		"B41"	"B01"	3	3	3	3	3	12	12	90	1	5	"AGH"	1						3	1			1	1	0.25	"12122518"
"013"	"0132519"	"013"																																															"1212"																																		"PRA"	"B53"	3	0	96	3	3	3	3	3	3																																																				"12122519"
"013"	"0132522"	"013"	1	37	3	3	4	2	3					95	2003	2004	10	3	1	40	1	1	1	1	2	1		3	1	3	3			1	1	1	1	1	1	310	12	4	1	1	1650000	5000000		30000000	"1212"	1	15	3	21	3	1	3						3	3																				"PRA"	"B53"	1	0	95	1	1		3	3	3				3	3	1	3	1	1	1	1		1	3	3	1	3	1	1	3	"W"	2	3	"B53"		"B41"	"B01"	3	3	3	3	3	12	12	90	1	3	"GH"							2	1			1	1	0.25	"12122522"
"013"	"0132526"	"013"																																															"1212"																																		"PRA"	"B53"	3	0	96	3	3	3	3	3	3																																																				"12122526"
"013"	"0132530"	"013"																																															"1212"																																		"PRA"	"B52"	3	0	96	3	3	1	3	3	3																																																				"12122530"
"014"	"0142011"	"014"	1	37	1	3	4	1	3					95	2000	1998	2	4	95	144	1	1	1	1	1	1		1	3	3	3			7	1	1	1	1	1	30	12	5	8	8				3000000	"1215"	1	12	4	18	4	1	3						6	3																				"PRA"	"A51"	1	0	96	1	1		3	3	3				3	3	1	3	1	1	1	1		1	3	3	1	3	1	1	1	"A"	1	2	"A51"		"A41"	"B01"	3	3	3	1	1	12	71	20	1	5	"AGH"	1						2	2			1	1	0.3333333432674408	"12152011"
"014"	"0142257"	"014"																																															"1215"																																		"PRA"	"A41"	3	0	96	3	3	1	3	3	3																																																				"12152257"
"017"	"0142257"	"017"																																															"1217"																																		"PRA"	"A51"	3	0	96	3	3	1	3	3	3																																																				"12152257"
"014"	"0142501"	"014"																																															"1215"																																		"PRA"	"A53"	3	0	96	3	3	1	3	3	3																																																				"12152501"
"014"	"0142502"	"014"	1	46	3	3	2	8	3					95	1991	15	13	0	1	9	1	1	1	1	1	1		3	3		3			1	1	1	1	1	1	20	12	4	1	1	3600000	5600000		2000000	"1215"	1	19	4	25	4	1	1	"A"	1	2015			1	3																				"PRA"	"A51"	1	0	96	1	1		3	3	3				3	3	1	3	1	1	1	1		3								"B"	1	3	"A51"		"A41"	"B01"	3	3	3	1	1	12	71	20	3															0.3333333432674408	"12152502"
"014"	"0142503"	"014"																																															"1215"																																		"PRA"	"A41"	3	0	96	3	3	1	3	3	3																																																				"12152503"
"014"	"0142504"	"014"	1	34	1	1	5	2	6					7	2008	2012	3	2	1	30	1	1	1	1	1	1		3	3		3			1	1	1	1	1	1	30	12	4	1	1	2800000	12000000		12000000	"1215"	1	19	4	25	4	3	1	"A"	1	2014			6	3																				"PRA"	"A53"	1	0	96	1	1		3	3	3				3	3	3		6	1	1	1		3								"W"	1	1	"A53"		"A41"	"B01"	3	3	3	3	3	12	71	20	1	3	"AG"	1						2				1	1	0.3333333432674408	"12152504"
"014"	"0142506"	"014"																																															"1215"																																		"PRA"	"A52"	3	0	96	3	3	2	1	3	3																																																				"12152506"
"014"	"0142507"	"014"	1	35	1	1	5	8	6					7	2004	2008	7	0	3	30	1	1	1	1	1	1		3	3		3			2	1	1	1	3	3	20	12	4	1	1	3000000	10000000		10000000	"1215"	1	19	4	25	4	3	1	"A"	1	2014			6	3																				"PRA"	"A52"	1	0	96	1	1		3	3	3				3	3	1	3	6	1	1	1		3								"W"	1	1	"A52"		"A41"	"B01"	3	3	3	3	3	12	71	20	1	2	"AG"	1						1				1	1	0.3333333432674408	"12152507"
"014"	"0142508"	"014"																																															"1215"																																		"PRA"	"A51"	3	0	96	3	3	2	3	3	3																																																				"12152508"
"014"	"0152070"	"014"																																															"1215"																																		"PRA"	"A41"	3	0	96	3	3	1	3	3	3																																																				"12162070"
"015"	"0152250"	"015"	1	47	3	3	4	8	1	1	3	1	3	95	2014	2000	15	3	1	38	1	1	1	1	1	1		3	3		3			95	1	1	1	1	1	32	12	4	1	1	5000000	10000000		5000000	"1216"	1	29	3	4	4	3	3						3	3																				"PRA"	"A51"	1	0	96	1	1		3	3	3				3	3	1	3	1	1	1	1		1	1	1	1	1	6	1	1	"B"	1	3	"A51"		"A41"	"B01"	3	1	3	3	3	12	71	31	3															0.3478260934352875	"12162250"
"015"	"0152508"	"015"																																															"1216"																																		"PRA"	"S54"	3	0	96	3	3	6	3	3	3																																																				"12162508"
"015"	"0152509"	"015"	1	28	1	3	4	2	3					95	2012	2012	2	6	95	112	1	1	1	1	1	1		3	3		3			7	1	1	1	1	1	30	12	5	1	1	1000000	1000000		1000000	"1216"	1	12	4	18	4	3	3						6	3																				"PRA"	"A53"	1	0	96	1	1		3	3	3				3	3	1	3	6	3	1	1		1	3	3	1	3	1	3	1	"W"	1	2	"A53"		"A41"	"B01"	3	3	3	3	3	12	71	31	1	5	"GH"							3	2			1	1	0.3478260934352875	"12162509"
"015"	"0152510"	"015"	1	46	3	3	7	2	3					95	2014	1992	14	8	1	143	1	1	1	1	1	1		3	3		3			11	1	1	1	1	1	30	12	4	1	1	6800000	25000000		25000000	"1216"	1	29	3	4	4	3	1	"A"	9	2014			1	3																				"PRA"	"A53"	1	0	96	1	1		3	3	3				3	3	1	3	1	1	1	1		1	3	3	1	3	6	1	3	"A"	1	2	"A53"		"A41"	"B01"	3	3	3	3	3	12	71	31	1	8	"ABFGH"	1	1				1	4	1			1	1	0.3478260934352875	"12162510"
"017"	"0152511"	"017"	1	37	1	3	6	2	3					7	2013	2005	10	5	1	168	1	1	1	1	4	1		3	3		3			2	1	1	1	3	3	20	12	4	1	1	3000000	300000		300000	"1217"	1	31	5	6	6	1	3						4	3																				"PRA"	"A52"	1	0	96	3	1		1	3	3				3	3	1	3	6	1	3	1		3								"W"	1	4	"A52"		"A41"	"B01"	3	3	3	3	3	12	71	30	3															0.3684210479259491	"12162511"
"015"	"0152512"	"015"																																															"1216"																																		"PRA"	"A51"	3	0	96	3	3	2	3	3	3																																																				"12162512"
"015"	"0152515"	"015"	1	29	3	3	4	2	3					7	2007	2008	7	0	3	35	1	1	1	1	1	3	1	1	3	3	3			10	1	1	3	3	3	30	12	4	1	1	1400000	1800000		1800000	"1216"	1	29	3	4	4	1	3						6	1	12	6	3	1	0	18	0	48	3	0	0	5	30	20	5	6	1	1	3	"PRA"	"A52"	1	0	96	1	1		1	3	3				3	1	3		3	3	3	1		3								"A"	1	5	"A52"		"A41"	"B01"	3	3	3	3	3	12	71	31	3															0.3478260934352875	"12162515"
